name,userid,highestTrophies,trophies,3vs3Victories,expPoints,name,userid,highestTrophies,trophies,3vs3Victories,expPoints,name,userid,highestTrophies,trophies,3vs3Victories,expPoints,winrate,winrate,winrate,usage,usage,usage,victory
ONI |Josema,#PJV82909,23239,20232,12178,246623,ONI｜ClouD溪,#2QJ8QP2,32504,25558,20775,274525,ONI |IviLokuras,#GQ8YP2V,28944,22277,21670,271268,77.23,67.12,74.85,2.08,2.61,3.25,1
Gonger,#UG0UV9CR,20454,18879,11004,186545,Panda_YT,#29QGGVR0P,18535,17356,7627,149023,Auc,#22UJJGQ0P,21916,19899,18184,284735,68.49,67.57,79.79,1.33,4.0,2.0,0
Sebas49™️,#82JPG02,28128,25561,25643,350248,...LaCruz...,#2JJCGLY,22080,22064,22971,369540,EsCaNo®,#L9VP09U,23038,20369,17053,244829,71.7,77.08,74.85,2.02,2.96,3.25,1
Sebas49™️,#82JPG02,28128,25561,25643,350248,EsCaNo®,#L9VP09U,23038,20369,17053,244829,...LaCruz...,#2JJCGLY,22080,22064,22971,369540,74.85,78.95,77.23,3.25,1.2,2.08,1
King of Kits,#88UPC22Q,23183,20177,21969,550689,TakeNotes,#8C2U8QQPY,20696,18879,2621,99325,♨️Cøxiscø♨️,#GU0VJ2PP,20246,17858,16338,290118,68.49,67.57,79.79,1.33,4.0,2.0,0
Eli☄️,#28RRRUJ28,17440,17204,3102,100059,Ari Vincent❄️❄️,#20QRLU92G,10621,10621,1302,35965,good oj,#8Y8QU2UP2,16307,15648,8101,120977,68.49,79.79,67.57,1.33,2.0,4.0,1
...LaCruz...,#2JJCGLY,22080,22064,22971,369540,Sebas49™️,#82JPG02,28128,25561,25643,350248,Barajasf,#CP02LG,23267,22124,23568,308319,79.79,74.84,62.99,2.0,3.09,2.13,0
yeswecanada,#YYQ8YQ28,14776,14410,1536,83341,JakeBRambo,#8ULYG89Y,20137,18528,6611,156150,IX|BoostEvan,#RCGVPPP,21146,18042,16867,258553,74.85,78.57,77.23,3.25,1.47,2.08,1
Sebas49™️,#82JPG02,28128,25561,25643,350248,...LaCruz...,#2JJCGLY,22080,22064,22971,369540,Barajasf,#CP02LG,23267,22124,23568,308319,67.57,68.82,82.17,4.0,1.7,2.82,0
Sebas49™️,#82JPG02,28128,25561,25643,350248,Barajasf,#CP02LG,23267,22124,23568,308319,...LaCruz...,#2JJCGLY,22080,22064,22971,369540,77.23,74.85,85.29,2.08,3.25,0.77,1
♧MOYITO♧,#89U2998VC,15034,14808,1392,90255,X6|jonathan613,#RLGRPGV,17269,17002,5398,119369,☆CLEY MASTER☆,#8PQY2LY0,19766,18640,5161,186283,68.82,67.57,82.17,1.7,4.0,2.82,0
☣☢@/3×☢☣,#9J2QP22Y,18461,17213,8512,157397,SSG|Elite>.<,#9J9YC09Q,20894,19184,9584,194488,RAMBEUA-KAG,#LPJUJU8L,13326,13318,1987,77839,68.82,82.17,67.57,1.7,2.82,4.0,0
Sebas49™️,#82JPG02,28128,25561,25643,350248,...LaCruz...,#2JJCGLY,22080,22064,22971,369540,Barajasf,#CP02LG,23267,22124,23568,308319,68.49,74.18,73.53,1.33,3.6,1.33,1
Barajasf,#CP02LG,23267,22124,23568,308319,Sebas49™️,#82JPG02,28128,25561,25643,350248,...LaCruz...,#2JJCGLY,22080,22064,22971,369540,75.28,77.08,67.12,1.78,2.96,2.61,1
Luther123,#GUG880GL,18011,17651,3305,81517,Da Bomb,#CJL08JV,21519,18776,17057,300727,anmol,#2Q9L2Y9J,19080,17836,17079,397199,71.7,67.57,82.17,2.02,4.0,2.82,0
Sebas49™️,#82JPG02,28128,25561,25643,350248,...LaCruz...,#2JJCGLY,22080,22064,22971,369540,Barajasf,#CP02LG,23267,22124,23568,308319,82.17,71.7,67.57,2.82,2.02,4.0,0
Unlimited,#2Q28Q2RGY,21001,19228,9141,170161,☃️Aaron92☃️,#C2YCYQ,19241,18647,9453,191978,SL|Ryan ツ,#VC02RG2J,23322,19062,8029,167977,77.23,66.94,63.33,2.08,2.21,0.51,1
...LaCruz...,#2JJCGLY,22080,22064,22971,369540,Sebas49™️,#82JPG02,28128,25561,25643,350248,Barajasf,#CP02LG,23267,22124,23568,308319,71.7,67.57,82.17,2.02,4.0,2.82,0
EZ|❄KILLER ICE❄,#9GPCJP2J,20646,18781,10952,260453,B0Tanist,#YUQ0GV9,17144,16831,10407,168284,EZ|⚡Pąųℓɬ⚡,#C2V0PR82,21018,18524,14868,223641,77.23,77.08,74.84,2.08,2.96,3.09,1
Sebas49™️,#82JPG02,28128,25561,25643,350248,...LaCruz...,#2JJCGLY,22080,22064,22971,369540,Barajasf,#CP02LG,23267,22124,23568,308319,67.57,71.7,82.17,4.0,2.02,2.82,1
Lord Farquad,#GUJVC80,17700,17128,7908,209864,Shrek,#GCCLJV9,20119,17592,10452,241858,☆ Kıng Tøxıc ☆,#28YYL000P,17789,16509,5445,116165,77.23,66.33,74.84,2.08,3.52,3.09,0
Chkn4lf,#28CV2LRCP,18700,17718,5131,159954,Kix,#9L29U0YU,16678,16416,2956,75015,rei >.<,#89GJ0CGVY,22529,19801,12539,179403,73.53,67.57,82.17,1.33,4.0,2.82,0
Sebas49™️,#82JPG02,28128,25561,25643,350248,...LaCruz...,#2JJCGLY,22080,22064,22971,369540,Barajasf,#CP02LG,23267,22124,23568,308319,68.49,73.53,71.26,1.33,1.33,3.17,1
Yoncito,#YG8Y2PUR,14710,14404,7099,147204,Jay,#28JU90UCU,13288,13148,8049,150378,Gordito,#2P8Q2JV9R,10755,10264,6206,109930,75.28,71.26,66.67,1.78,3.17,1.07,1
Sebas49™️,#82JPG02,28128,25561,25643,350248,...LaCruz...,#2JJCGLY,22080,22064,22971,369540,Barajasf,#CP02LG,23267,22124,23568,308319,73.53,67.57,82.17,1.33,4.0,2.82,0
Sebas49™️,#82JPG02,28128,25561,25643,350248,Barajasf,#CP02LG,23267,22124,23568,308319,...LaCruz...,#2JJCGLY,22080,22064,22971,369540,68.92,54.35,85.29,1.36,1.33,0.77,1
KB |JokerTroll,#RQ828Y9,20323,18501,5643,138923,Llandres,#JQCV8PYJ,18278,17565,6566,125953,snaider,#22CUL9YY,18936,18410,10221,175208,62.99,67.57,82.17,2.13,4.0,2.82,0
Sebas49™️,#82JPG02,28128,25561,25643,350248,...LaCruz...,#2JJCGLY,22080,22064,22971,369540,Barajasf,#CP02LG,23267,22124,23568,308319,62.99,82.17,67.57,2.13,2.82,4.0,1
SamusB04,#22RR8GRC9,14941,14710,3415,63839,JEMJ,#99CRVG2C,15450,15121,3011,101758,_Milian_,#RCQJJUCU,20426,18741,4520,154292,74.18,68.82,77.23,3.6,1.7,2.08,0
diego9988,#V9YC0GJG,16717,15673,3495,111056,Isaacxd©_CS,#JV0CVY2,16311,15994,6461,121034,c'ch,#22VY099QJ,16626,16047,4392,138239,62.99,67.57,82.17,2.13,4.0,2.82,1
Sebas49™️,#82JPG02,28128,25561,25643,350248,...LaCruz...,#2JJCGLY,22080,22064,22971,369540,Barajasf,#CP02LG,23267,22124,23568,308319,73.53,82.17,66.33,1.33,2.82,3.52,0
爱 | ZY,#8QYJ0VYL,18882,18188,5736,126512,Frazyn,#ULR2UYR,20119,17907,2398,116582,FST | Brian ❄️,#220QURL0,20238,18645,6287,116126,66.33,69.33,77.23,3.52,1.39,2.08,0
Sebas49™️,#82JPG02,28128,25561,25643,350248,...LaCruz...,#2JJCGLY,22080,22064,22971,369540,Barajasf,#CP02LG,23267,22124,23568,308319,62.99,67.57,82.17,2.13,4.0,2.82,1
Sebas49™️,#82JPG02,28128,25561,25643,350248,...LaCruz...,#2JJCGLY,22080,22064,22971,369540,Barajasf,#CP02LG,23267,22124,23568,308319,74.85,74.18,74.4,3.25,3.6,4.1,1
Matapapas,#2099YP0V,18001,18001,6184,107108,Golden Diick,#Y0C9QUGV,16171,15892,8485,159322,MKiiNG,#2V8LPLUL,19195,17798,9521,219615,62.99,67.57,82.17,2.13,4.0,2.82,0
¥€€T,#YRLUL8QC,17429,16421,6172,168299,SolidToLiquid,#228Y9CULY,17342,17333,5626,121964,DarkTitan™️,#89PVQY2V,17374,17361,4605,128840,62.99,67.57,82.17,2.13,4.0,2.82,0
...LaCruz...,#2JJCGLY,22080,22064,22971,369540,Barajasf,#CP02LG,23267,22124,23568,308319,Sebas49™️,#82JPG02,28128,25561,25643,350248,73.53,66.67,74.85,1.33,1.07,3.25,1
Barajasf,#CP02LG,23267,22124,23568,308319,...LaCruz...,#2JJCGLY,22080,22064,22971,369540,Sebas49™️,#82JPG02,28128,25561,25643,350248,73.53,67.12,68.49,1.33,2.61,1.33,1
⭐️ɢɪᴏ⭐️,#9C0GQYQ8,21762,19208,6489,146123,ʟɛɢɛռɖӄツ,#8V9C8V2Q,20021,18503,6061,162537,Dnice,#LQR2YYG,19636,18817,4919,83999,67.57,82.17,62.99,4.0,2.82,2.13,0
Mini Sky™️,#80YYG8Q2L,14006,13451,2915,53455,dbear,#2LQ29QYQ,19012,17216,21766,254937,twitch/rinsebtw,#8LRYY0VP,27881,23300,19724,229529,82.17,67.57,62.99,2.82,4.0,2.13,1
...LaCruz...,#2JJCGLY,22080,22064,22971,369540,Sebas49™️,#82JPG02,28128,25561,25643,350248,Barajasf,#CP02LG,23267,22124,23568,308319,79.79,82.17,66.33,2.0,2.82,3.52,0
SCORE>.<,#2G82LCJUG,15312,15245,5614,127485,JØŇĂ,#P2GC02YJ,15699,15604,6203,105741,Darich,#9Y9LCVQP,9622,9622,2291,52782,74.4,71.51,74.18,4.1,3.54,3.6,1
...LaCruz...,#2JJCGLY,22080,22064,22971,369540,Sebas49™️,#82JPG02,28128,25561,25643,350248,Barajasf,#CP02LG,23267,22124,23568,308319,67.57,62.99,82.17,4.0,2.13,2.82,0
Rësto Save Us,#29PYL8RQC,23356,20299,33792,374991,FaZe Legacy,#QRL0LQQ,19679,18440,7336,210301,Meldarus,#89URYGGU,20133,18449,14640,248113,78.95,73.53,63.33,1.2,1.33,0.51,1
Sebas49™️,#82JPG02,28128,25561,25643,350248,...LaCruz...,#2JJCGLY,22080,22064,22971,369540,Barajasf,#CP02LG,23267,22124,23568,308319,67.57,85.29,82.17,4.0,0.77,2.82,0
MR|aioros83ツ,#LPLLU8C,22597,20546,15661,244490,Sebas49™️,#82JPG02,28128,25561,25643,350248,Barajasf,#CP02LG,23267,22124,23568,308319,63.33,77.08,74.4,0.51,2.96,4.1,1
ExtremeBobby,#9C8CG80R,18229,17628,7515,135417,Al33xis,#2RCUQ9C,18549,17859,7420,128117,gauntlet,#2PVL9UQG,14663,14590,3391,109113,85.29,67.57,82.17,0.77,4.0,2.82,0
Sebas49™️,#82JPG02,28128,25561,25643,350248,MR|aioros83ツ,#LPLLU8C,22597,20546,15661,244490,Barajasf,#CP02LG,23267,22124,23568,308319,66.33,85.29,82.17,3.52,0.77,2.82,0
Ryte,#2JJVJU9JR,16387,15508,5078,106318,SL | Nate -_-,#9LYPLJPU0,17698,17409,3613,84429,BG JHH,#22GV098G,19054,18618,6581,150810,66.94,66.67,68.49,2.21,1.07,1.33,1
Sebas49™️,#82JPG02,28128,25561,25643,350248,MR|aioros83ツ,#LPLLU8C,22597,20546,15661,244490,Barajasf,#CP02LG,23267,22124,23568,308319,85.29,66.33,82.17,0.77,3.52,2.82,1
SF |lobo2005,#P00Q2PP,21187,18210,10766,197239,gio,#20CPQ9L0,20120,18394,15101,238715,espiuk,#298VPJRL9,11164,10992,1866,60266,66.33,68.49,79.79,3.52,1.33,2.0,0
/_Julien_\,#28JYYLVJ0,25017,21830,14620,224812,Killer [TTF],#2L0UQ0P0,24143,23138,16544,247718,nezz,#GJP8ULV,25560,25560,26774,398815,74.85,78.95,77.23,3.25,1.2,2.08,1
OBAMA™,#GJ092VCJ,24144,18314,10638,244196,B2B|SnoopKing✨,#22V80CLY,20541,18816,13997,236380,rei >.<,#89GJ0CGVY,22529,19801,12539,179403,77.23,74.85,67.57,2.08,3.25,4.0,0
/_Julien_\,#28JYYLVJ0,25017,21830,14620,224812,Killer [TTF],#2L0UQ0P0,24143,23138,16544,247718,nezz,#GJP8ULV,25560,25560,26774,398815,78.95,74.85,74.18,1.2,3.25,3.6,1
Firestoneᶻᴱᵁˢ,#220202LYC,20066,18530,14830,232491,⚠️phil⚠️,#GV9RQRCC,16512,15827,3773,116448,Maruzz,#P09LRYV0,17133,17113,3630,72620,77.23,74.85,67.57,2.08,3.25,4.0,0
Sn4KeY0,#2VC0RVCQC,16267,15968,5867,101731,Lunatic™,#20CRVPUR8,13397,13397,1982,99673,☁︎ ＣＬＯＵＤ ☁︎,#90JRG98GR,7937,7929,919,21735,77.23,74.85,67.57,2.08,3.25,4.0,1
/_Julien_\,#28JYYLVJ0,25017,21830,14620,224812,nezz,#GJP8ULV,25560,25560,26774,398815,Killer [TTF],#2L0UQ0P0,24143,23138,16544,247718,79.79,74.84,77.23,2.0,3.09,2.08,0
/_Julien_\,#28JYYLVJ0,25017,21830,14620,224812,nezz,#GJP8ULV,25560,25560,26774,398815,Killer [TTF],#2L0UQ0P0,24143,23138,16544,247718,77.23,74.85,67.57,2.08,3.25,4.0,1
R B M>.<,#U9GC8G02,25421,22724,15694,248264,Six|Meliodas ツ,#2CRY9P8YJ,26406,24323,24309,309853,x6|HaypeR♡,#22LCG822,23626,20456,18897,302774,74.84,66.33,66.67,3.09,3.52,1.07,0
MuHaMeDYuSuF,#2LUG2JCL8,18049,16790,3195,99860,BANDITO,#88PJ998QL,15460,15377,4810,171965,NAVI DENDI,#2QUCLVYL2,12611,12553,2610,62409,77.23,74.85,67.57,2.08,3.25,4.0,1
Killer [TTF],#2L0UQ0P0,24143,23138,16544,247718,/_Julien_\,#28JYYLVJ0,25017,21830,14620,224812,nezz,#GJP8ULV,25560,25560,26774,398815,66.33,73.53,78.95,3.52,1.33,1.2,0
/_Julien_\,#28JYYLVJ0,25017,21830,14620,224812,nezz,#GJP8ULV,25560,25560,26774,398815,Killer [TTF],#2L0UQ0P0,24143,23138,16544,247718,77.78,77.23,68.92,0.75,2.08,1.36,1
ғᴋχ |RHAEGAR,#89GQQRPQL,25046,21295,13330,281010,Juan88☄,#RVCUGCUV,28040,22417,26695,367174,努力 | AdryanGM☢️,#Y92PUQU2,26050,21913,12504,210289,77.23,67.57,74.85,2.08,4.0,3.25,0
ONI|CaNaRiO,#L2G9CC,24606,24606,27385,375122,ONI | iiMaaGiiK,#2L9PJ2GYJ,24102,23779,14698,241364,ZØ | Fusterator,#P8U8R99,21848,19254,24030,307824,77.23,67.57,74.85,2.08,4.0,3.25,1
/_Julien_\,#28JYYLVJ0,25017,21830,14620,224812,Killer [TTF],#2L0UQ0P0,24143,23138,16544,247718,nezz,#GJP8ULV,25560,25560,26774,398815,85.29,74.4,74.85,0.77,4.1,3.25,0
/_Julien_\,#28JYYLVJ0,25017,21830,14620,224812,Killer [TTF],#2L0UQ0P0,24143,23138,16544,247718,nezz,#GJP8ULV,25560,25560,26774,398815,71.26,85.29,74.4,3.17,0.77,4.1,1
☔️Bovi4|YT☔️,#UCC0GY0V,25016,22441,10952,197381,TopBomber99,#28QLJUJ8P,12500,12348,4005,94631,GAGGE,#VP8QQ0YY,17401,16971,6593,123434,74.85,77.23,67.57,3.25,2.08,4.0,0
/_Julien_\,#28JYYLVJ0,25017,21830,14620,224812,Killer [TTF],#2L0UQ0P0,24143,23138,16544,247718,nezz,#GJP8ULV,25560,25560,26774,398815,77.23,67.57,74.85,2.08,4.0,3.25,1
PollyTesse,#8998GPUV,21013,19872,8228,144178,FKATAK,#9C0RCVJ,18748,18197,2955,200005,Skillz,#2VY982R0,20107,19539,7771,157312,66.94,82.17,74.84,2.21,2.82,3.09,0
/_Julien_\,#28JYYLVJ0,25017,21830,14620,224812,Killer [TTF],#2L0UQ0P0,24143,23138,16544,247718,nezz,#GJP8ULV,25560,25560,26774,398815,67.12,85.29,68.92,2.61,0.77,1.36,1
JOHANN☠️LOCO,#8GCYC8GCG,19606,18373,1351,87378,[MMA]GoJloBoRe3,#ULCPRRY8,19056,18342,4818,124219,§Fisek§,#2P2LUV8,16447,16365,4214,124468,77.23,74.85,67.57,2.08,3.25,4.0,0
B0Tanist,#YUQ0GV9,17144,16831,10407,168284,¶Dêâ†h¦Dângê®¶,#C2GUCGR8,18043,16734,3355,163882,Player,#2JGLP8JQQ,18547,17373,7260,198755,77.23,74.85,67.57,2.08,3.25,4.0,0
Killer [TTF],#2L0UQ0P0,24143,23138,16544,247718,/_Julien_\,#28JYYLVJ0,25017,21830,14620,224812,nezz,#GJP8ULV,25560,25560,26774,398815,77.78,68.49,78.95,0.75,1.33,1.2,1
Killer [TTF],#2L0UQ0P0,24143,23138,16544,247718,nezz,#GJP8ULV,25560,25560,26774,398815,/_Julien_\,#28JYYLVJ0,25017,21830,14620,224812,77.23,74.85,67.57,2.08,3.25,4.0,1
AlexMQP,#U0JGCLPR,19696,18402,11803,212402,☣️KIMIX☣️,#RYY9VGP0,22971,20289,12569,238878,DÍDAC☔ <3,#RRUGPPYJ,20315,18469,8239,169562,66.1,73.53,74.85,1.04,1.33,3.25,0
BD | Rub ☠️,#8UU8GUG,22509,22509,10091,212602,LCD | Enzo2B✌︎,#R2Y8Y8CL,21695,21003,15356,231396,Itachi ⚔️ | いたち,#2C2YLYQC,22645,20119,15457,240526,77.23,74.85,67.57,2.08,3.25,4.0,1
/_Julien_\,#28JYYLVJ0,25017,21830,14620,224812,nezz,#GJP8ULV,25560,25560,26774,398815,Killer [TTF],#2L0UQ0P0,24143,23138,16544,247718,66.33,77.23,82.17,3.52,2.08,2.82,0
/_Julien_\,#28JYYLVJ0,25017,21830,14620,224812,Killer [TTF],#2L0UQ0P0,24143,23138,16544,247718,nezz,#GJP8ULV,25560,25560,26774,398815,66.33,73.53,67.12,3.52,1.33,2.61,0
JavivoOP,#RYRP8GJP,24804,22237,16749,266224,jorgitogamer,#P2C0GYC,25005,21856,10858,204707,TDS PTS|Faker,#JYG9VRJ,25809,21947,17902,277499,74.85,77.23,67.57,3.25,2.08,4.0,1
/_Julien_\,#28JYYLVJ0,25017,21830,14620,224812,Killer [TTF],#2L0UQ0P0,24143,23138,16544,247718,nezz,#GJP8ULV,25560,25560,26774,398815,74.85,67.57,77.23,3.25,4.0,2.08,0
YT: GreGouZz™☣,#Q0GR8Q8J,25509,25509,15718,254167,⛩Asap⛩,#9QCPYUG9V,26438,24841,9102,90721,Toinoumc,#G2JQC0U,29478,26966,34102,474231,74.84,71.26,77.23,3.09,3.17,2.08,1
⚡️TwistiTwik⚡️,#22PYLUYYJ,16387,16059,2634,103837,SHOOT,#2YCPVJG8Y,16067,15640,3712,103395,max,#R92Y2VP,17393,17241,2760,109346,78.57,71.7,67.12,1.17,2.02,2.61,1
/_Julien_\,#28JYYLVJ0,25017,21830,14620,224812,nezz,#GJP8ULV,25560,25560,26774,398815,Killer [TTF],#2L0UQ0P0,24143,23138,16544,247718,77.23,67.57,74.85,2.08,4.0,3.25,0
/_Julien_\,#28JYYLVJ0,25017,21830,14620,224812,nezz,#GJP8ULV,25560,25560,26774,398815,Killer [TTF],#2L0UQ0P0,24143,23138,16544,247718,77.23,74.85,67.57,2.08,3.25,4.0,0
§Ø|Only,#908QJLRV,20000,18277,8219,235032,☃️įkø :D☃️,#98GCRYU0R,18857,17399,5611,139695,iMaverick〽️,#GGJUQQ80,26824,21894,9106,173092,77.08,78.57,66.1,2.96,1.47,1.04,1
Killer [TTF],#2L0UQ0P0,24143,23138,16544,247718,nezz,#GJP8ULV,25560,25560,26774,398815,/_Julien_\,#28JYYLVJ0,25017,21830,14620,224812,77.23,74.85,67.57,2.08,3.25,4.0,1
★Grano★,#Y2J0Y298,22500,21710,4862,133605,OG | EL PUTO,#2989QJPUV,22004,20740,13288,198917,✨ᴅʏʟᴀɴᵒᵍ,#VQVPLQGR,22505,20191,5655,156163,77.08,67.12,54.35,2.96,2.61,1.33,0
/_Julien_\,#28JYYLVJ0,25017,21830,14620,224812,nezz,#GJP8ULV,25560,25560,26774,398815,Killer [TTF],#2L0UQ0P0,24143,23138,16544,247718,73.53,66.33,68.49,1.33,3.52,1.33,1
~•~,#JUJJUY,17322,15911,6303,151938,Ronaldo ⚽️,#89LYLGY8,21523,19601,13755,240483,AT | Victor™,#9G29QUJ,21689,19589,8116,198698,77.23,67.57,74.85,2.08,4.0,3.25,0
☔️DonKeY KinG,#URLP280,25252,22779,19932,379648,cursed,#RU8UUYJ,33000,22900,27076,328618,❖Edu0301❖,#LGYCPP,29000,21921,25839,357037,77.23,73.53,74.85,2.08,1.33,3.25,1
/_Julien_\,#28JYYLVJ0,25017,21830,14620,224812,nezz,#GJP8ULV,25560,25560,26774,398815,Killer [TTF],#2L0UQ0P0,24143,23138,16544,247718,74.85,74.84,66.33,3.25,3.09,3.52,0
fra,#2R08YC88,21005,19028,8350,153249,Illuminato,#CRCYG00,19079,17888,6102,184135,A Y A T O,#PJPPYG20,17766,17232,4641,138346,74.85,73.53,77.23,3.25,1.33,2.08,1
/_Julien_\,#28JYYLVJ0,25017,21830,14620,224812,nezz,#GJP8ULV,25560,25560,26774,398815,Killer [TTF],#2L0UQ0P0,24143,23138,16544,247718,71.26,66.1,73.53,3.17,1.04,1.33,0
/_Julien_\,#28JYYLVJ0,25017,21830,14620,224812,Killer [TTF],#2L0UQ0P0,24143,23138,16544,247718,nezz,#GJP8ULV,25560,25560,26774,398815,77.23,73.53,74.85,2.08,1.33,3.25,1
twerk$,#U0JQ2C9,13785,13773,2367,60000,Alpha Weah,#20V00LGYJ,16397,16365,4973,103445,<c3>IV么N</c>,#VGVPP0G,15468,15303,4426,76655,77.23,77.08,54.35,2.08,2.96,1.33,0
D⃠A⃠R⃠K⃠|a҈P҈u҈,#GV00PLYG,18564,17221,6198,169304,joker,#GLJRCPPG,15544,15025,5787,116682,Sn4KeY0,#2VC0RVCQC,16267,15968,5867,101731,74.85,71.51,66.33,3.25,3.54,3.52,1
/_Julien_\,#28JYYLVJ0,25017,21830,14620,224812,Killer [TTF],#2L0UQ0P0,24143,23138,16544,247718,nezz,#GJP8ULV,25560,25560,26774,398815,77.23,73.53,74.85,2.08,1.33,3.25,0
/_Julien_\,#28JYYLVJ0,25017,21830,14620,224812,nezz,#GJP8ULV,25560,25560,26774,398815,Killer [TTF],#2L0UQ0P0,24143,23138,16544,247718,74.85,68.49,78.57,3.25,1.33,1.47,0
TB|Deividcg22,#UUJUYY2Q,20220,18303,2903,162577,Freezeᵀʳᵃˢʰ ☔,#2GRYPG2CC,22064,18896,7795,185697,TB|ALH™,#GR98V0U0,19032,18332,4116,120047,77.23,73.53,74.85,2.08,1.33,3.25,1
TR | lucama,#9GJ99Q0V,19127,18247,9245,174596,▪️AF▪️MAT ⚔️,#28PLCU0R,22509,19362,19431,326748,Gladiator,#R8C09VPU,21315,18624,13149,242266,77.23,74.85,73.53,2.08,3.25,1.33,1
/_Julien_\,#28JYYLVJ0,25017,21830,14620,224812,nezz,#GJP8ULV,25560,25560,26774,398815,Killer [TTF],#2L0UQ0P0,24143,23138,16544,247718,66.33,85.29,66.67,3.52,0.77,1.07,0
⛩Asap⛩,#9QCPYUG9V,26438,24841,9102,90721,Toinoumc,#G2JQC0U,29478,26966,34102,474231,YT: GreGouZz™☣,#Q0GR8Q8J,25509,25509,15718,254167,74.85,66.1,67.12,3.25,1.04,2.61,1
siemprejota,#UVVQJPUR,21456,18766,10741,200100,CRS | Skreamz™️,#8VGCVCLJV,22444,19562,9486,169486,HZN|Ratapro435,#98YY82G,20408,18081,8252,152292,54.35,69.33,63.33,1.33,1.39,0.51,0
⛩Asap⛩,#9QCPYUG9V,26438,24841,9102,90721,Toinoumc,#G2JQC0U,29478,26966,34102,474231,YT: GreGouZz™☣,#Q0GR8Q8J,25509,25509,15718,254167,74.18,62.99,78.95,3.6,2.13,1.2,1
ScOuTfOuLqUe,#RY0PGLV,16310,16302,8191,152465,§Fisek§,#2P2LUV8,16447,16365,4214,124468,Madara,#CGPVJY9Y,17323,16548,2726,117575,74.85,66.1,67.12,3.25,1.04,2.61,0
YT: GreGouZz™☣,#Q0GR8Q8J,25509,25509,15718,254167,⛩Asap⛩,#9QCPYUG9V,26438,24841,9102,90721,Toinoumc,#G2JQC0U,29478,26966,34102,474231,74.85,77.08,66.1,3.25,2.96,1.04,1
~•~,#JUJJUY,17322,15911,6303,151938,Firestoneᶻᴱᵁˢ,#220202LYC,20066,18530,14830,232491,<c8>bendeee</c>,#2GGLJ2VGC,17478,17462,3809,112058,71.51,74.85,71.26,3.54,3.25,3.17,0
Toinoumc,#G2JQC0U,29478,26966,34102,474231,⛩Asap⛩,#9QCPYUG9V,26438,24841,9102,90721,YT: GreGouZz™☣,#Q0GR8Q8J,25509,25509,15718,254167,82.17,66.94,74.84,2.82,2.21,3.09,1
⚡️TwistiTwik⚡️,#22PYLUYYJ,16387,16059,2634,103837,SHOOT,#2YCPVJG8Y,16067,15640,3712,103395,mariosicario21,#892LVU9PU,15699,15504,4621,104700,66.1,74.85,77.08,1.04,3.25,2.96,0
⛩Asap⛩,#9QCPYUG9V,26438,24841,9102,90721,Toinoumc,#G2JQC0U,29478,26966,34102,474231,YT: GreGouZz™☣,#Q0GR8Q8J,25509,25509,15718,254167,74.85,66.1,77.08,3.25,1.04,2.96,1
tedi the King,#RG88VLUC,16370,15798,3204,67750,popunustheking,#LUL02QUJ,17704,17362,3382,80598,@Juan.Zelada_,#2UJ9VG88,25152,21467,11844,185125,79.79,74.18,85.29,2.0,3.6,0.77,0
See U Again☘️,#VCY8YCPP,24077,22848,9305,204036,✳️Flecher10✳️,#R0UUCLVJ,22222,21482,11962,180978,TB|mferrando8,#L2GP2R9,23428,21860,11641,270257,74.85,66.1,77.08,3.25,1.04,2.96,1
YT: GreGouZz™☣,#Q0GR8Q8J,25509,25509,15718,254167,Toinoumc,#G2JQC0U,29478,26966,34102,474231,⛩Asap⛩,#9QCPYUG9V,26438,24841,9102,90721,77.23,82.17,74.85,2.08,2.82,3.25,0
keviin,#V0299PPL,17875,16528,11928,189874,WwWwWwWwWwWwWwW,#98L0GUVG2,18171,17053,6570,120362,Willy-23,#CY2VP88V,15937,15369,5052,117704,77.08,74.85,66.1,2.96,3.25,1.04,1
⛩Asap⛩,#9QCPYUG9V,26438,24841,9102,90721,Toinoumc,#G2JQC0U,29478,26966,34102,474231,YT: GreGouZz™☣,#Q0GR8Q8J,25509,25509,15718,254167,77.23,66.33,77.23,2.08,3.52,2.08,0
⛩Asap⛩,#9QCPYUG9V,26438,24841,9102,90721,YT: GreGouZz™☣,#Q0GR8Q8J,25509,25509,15718,254167,Toinoumc,#G2JQC0U,29478,26966,34102,474231,66.1,74.85,77.08,1.04,3.25,2.96,1
clapclap,#8JJQQUVLG,24290,18685,1176,100461,IARDO,#YL022LCU,16922,16850,5478,104939,Indo,#22CV820J9,24290,21334,12212,252605,85.29,66.33,71.26,0.77,3.52,3.17,0
AlexMQP,#U0JGCLPR,19696,18402,11803,212402,DÍDAC☔ <3,#RRUGPPYJ,20315,18469,8239,169562,☣️KIMIX☣️,#RYY9VGP0,22971,20289,12569,238878,74.85,66.1,77.08,3.25,1.04,2.96,0
⛩Asap⛩,#9QCPYUG9V,26438,24841,9102,90721,Toinoumc,#G2JQC0U,29478,26966,34102,474231,YT: GreGouZz™☣,#Q0GR8Q8J,25509,25509,15718,254167,82.17,66.67,66.33,2.82,1.07,3.52,1
Knopfloch,#RVU9GCQQ,15419,15294,4389,107984,THC☣️Mrcacafuti,#VJYCUG9Q,19359,17929,10473,157903,THC ☣️ RauDnB,#VRCU2JR9,20191,18911,13185,209911,74.84,66.94,78.57,3.09,2.21,1.47,1
